영역,속성,Phase 1: 프로젝트 초기 설정,Phase 2: 핵심 기능 개발,Phase 3: 커뮤니티 기능 강화,Phase 4: 테스트 & 최적화,Phase 5: 베타 런칭,Phase 6: 다중 AI 평가,Phase 7: 연결 서비스 플랫폼,Phase 8: AI 아바타 소통
,담당AI,database-architect,database-architect,database-architect,database-architect,devops-troubleshooter,fullstack-developer,fullstack-developer,fullstack-developer
,진도,0%,0%,0%,0%,0%,0%,0%,0%
,상태,대기,대기,대기,대기,대기,대기,대기,대기
,테스트/검토,테스트,테스트,테스트,테스트,검토,테스트,테스트,테스트
,자동화방식,수동,수동,수동,수동,수동,수동,수동,수동
,의존작업,없음,P1D1,P2D1,P3D1,P4D1,P5D1,P6D1,P7D1
,블로커,없음,없음,없음,없음,없음,없음,없음,없음
,작업ID,P1D2,P2D2,P3D2,P4D2,P5D2,P6D2,P7D2,P8D2
,업무,Politician 모델,ratings 테이블,comments 테이블,관계형 쿼리 최적화,프로덕션 DB 마이그레이션,ai_evaluation_history 테이블,service_categories 테이블,chat_messages 테이블
,작업지시서,tasks/P1D2.md,tasks/P2D2.md,tasks/P3D2.md,tasks/P4D2.md,tasks/P5D2.md,tasks/P6D2.md,tasks/P7D2.md,tasks/P8D2.md
,담당AI,database-architect,database-architect,database-architect,database-architect,devops-troubleshooter,fullstack-developer,fullstack-developer,fullstack-developer
,진도,100%,0%,0%,0%,0%,0%,0%,0%
,상태,완료,대기,대기,대기,대기,대기,대기,대기
,테스트/검토,통과,테스트,테스트,테스트,테스트,테스트,테스트,테스트
,자동화방식,수동,수동,수동,수동,수동,수동,수동,수동
,의존작업,P1D1,P1D2,P1D1,P4D1,P5D1,P6D1,P7D1,P8D1
,블로커,없음,없음,없음,없음,없음,없음,없음,없음
,작업ID,P1D3,P2D3,P3D3,P4D3,,P6D3,P7D3,P8D3
,업무,Post 모델,평가 인덱스 설정,likes 테이블,DB 연결 풀링,,user_ai_preferences 테이블,inquiries 테이블,politician_knowledge 테이블
,작업지시서,tasks/P1D3.md,tasks/P2D3.md,tasks/P3D3.md,tasks/P4D3.md,,tasks/P6D3.md,tasks/P7D3.md,tasks/P8D3.md
,담당AI,database-architect,database-architect,database-architect,database-architect,,fullstack-developer,fullstack-developer,fullstack-developer
,진도,100%,0%,0%,0%,,0%,0%,0%
,상태,완료,대기,대기,대기,,대기,대기,대기
,테스트/검토,통과,테스트,테스트,테스트,,테스트,테스트,테스트
,자동화방식,수동,수동,수동,수동,,수동,수동,수동
,의존작업,P1D1,P2D2,P1D1,P1D1,,P1D1,P7D1,P1D2
,블로커,없음,없음,없음,없음,,없음,없음,없음
,작업ID,P1D4,,,P4D4,,P6D4,P7D4,P8D4
,업무,Comment 모델,,,댓글 인덱스 설정,,AI 평가 인덱스 설정,provider_reviews 테이블,채팅 인덱스 설정
,작업지시서,tasks/P1D4.md,,,tasks/P4D4.md,,tasks/P6D4.md,tasks/P7D4.md,tasks/P8D4.md
,담당AI,database-architect,,,database-architect,,fullstack-developer,fullstack-developer,fullstack-developer
,진도,100%,,,0%,,0%,0%,0%
,상태,완료,,,대기,,대기,대기,대기
,테스트/검토,통과,,,테스트,,테스트,테스트,테스트
,자동화방식,수동,,,수동,,수동,수동,수동
,의존작업,P1D3,,,P3D2,,P6D1,P7D1,P8D2
,블로커,없음,,,없음,,없음,없음,없음
,작업ID,P1D5,,,,P2D4,,,P7D5,
,업무,Vote 모델,,,정치인 인덱스 설정,,,settlements 테이블,
,작업지시서,tasks/P1D5.md,,,,tasks/P2D4.md,,,tasks/P7D5.md,
,담당AI,database-architect,,,,database-architect,,,fullstack-developer,
,진도,100%,,,,0%,,,0%,
,상태,완료,,,,대기,,,대기,
,테스트/검토,통과,,,,테스트,,,테스트,
,자동화방식,수동,,,,수동,,,수동,
,의존작업,P1D3,,,,P2D1,,,P7D1,
,블로커,없음,,,,없음,,,없음,
,작업ID,P1D6,,,P3D4,,,,,
,업무,Rating 모델,,,user_points 테이블,,,,,
,작업지시서,tasks/P1D6.md,,,tasks/P3D4.md,,,,,
,담당AI,database-architect,,,database-architect,,,,,
,진도,100%,,,0%,,,,,
,상태,완료,,,대기,,,,,
,테스트/검토,통과,,,테스트,,,,,
,자동화방식,수동,,,수동,,,,,
,의존작업,P1D2,,,P1D1,,,,,
,블로커,없음,,,없음,,,,,
,작업ID,P1D7,,,,,,,,
,업무,AIScore 모델,,,,,,,,
,작업지시서,tasks/P1D7.md,,,,,,,,
,담당AI,database-architect,,,,,,,,
,진도,100%,,,,,,,,
,상태,완료,,,,,,,,
,테스트/검토,통과,,,,,,,,
,자동화방식,수동,,,,,,,,
,의존작업,P1D2,,,,,,,,
,블로커,없음,,,,,,,,
,작업ID,P1D8,,,,,,,,
,업무,Notification 모델,,,,,,,,
,작업지시서,tasks/P1D8.md,,,,,,,,
,담당AI,database-architect,,,,,,,,
,진도,100%,,,,,,,,
,상태,완료,,,,,,,,
,테스트/검토,통과,,,,,,,,
,자동화방식,수동,,,,,,,,
,의존작업,P1D1,,,,,,,,
,블로커,없음,,,,,,,,
,작업ID,P1D9,,,,,,,,
,업무,Bookmark 모델,,,,,,,,
,작업지시서,tasks/P1D9.md,,,,,,,,
,담당AI,database-architect,,,,,,,,
,진도,100%,,,,,,,,
,상태,완료,,,,,,,,
,테스트/검토,통과,,,,,,,,
,자동화방식,수동,,,,,,,,
,의존작업,P1D1,,,,,,,,
,블로커,없음,,,,,,,,
,작업ID,P1D10,,,,,,,,
,업무,Report 모델,,,,,,,,
,작업지시서,tasks/P1D10.md,,,,,,,,
,담당AI,database-architect,,,,,,,,
,진도,100%,,,,,,,,
,상태,완료,,,,,,,,
,테스트/검토,통과,,,,,,,,
,자동화방식,수동,,,,,,,,
,의존작업,P1D1,,,,,,,,
,블로커,없음,,,,,,,,
,작업ID,P1D11,,,,,,,,
,업무,Alembic 초기화,,,,,,,,
,작업지시서,tasks/P1D11.md,,,,,,,,
,담당AI,database-architect,,,,,,,,
,진도,100%,,,,,,,,
,상태,완료,,,,,,,,
,테스트/검토,통과,,,,,,,,
,자동화방식,수동,,,,,,,,
,의존작업,P1D10,,,,,,,,
,블로커,없음,,,,,,,,
,작업ID,P1D12,,,,,,,,
,업무,초기 마이그레이션 생성,,,,,,,,
,작업지시서,tasks/P1D12.md,,,,,,,,
,담당AI,database-architect,,,,,,,,
,진도,100%,,,,,,,,
,상태,완료,,,,,,,,
,테스트/검토,통과,,,,,,,,
,자동화방식,수동,,,,,,,,
,의존작업,P1D11,,,,,,,,
,블로커,없음,,,,,,,,
,작업ID,P1D13,,,,,,,,
,업무,테스트 데이터 시딩,,,,,,,,
,작업지시서,tasks/P1D13.md,,,,,,,,
,담당AI,database-architect,,,,,,,,
,진도,0%,,,,,,,,
,상태,대기,,,,,,,,
,테스트/검토,테스트,,,,,,,,
,자동화방식,API자동,,,,,,,,
,의존작업,P1D12,,,,,,,,
,블로커,없음,,,,,,,,
Test,,,,,,,,,
,작업ID,,P2T1,P3T1,P4T1,P5T1,P6T1,P7T1,P8T1
,업무,,인증 API 테스트,알림 API 테스트,단위 테스트 커버리지 80%,베타 테스터 초대 시스템,AI API 통합 테스트,업체 등록 E2E 테스트,WebSocket 연결 테스트
,작업지시서,,tasks/P2T1.md,tasks/P3T1.md,tasks/P4T1.md,tasks/P5T1.md,tasks/P6T1.md,tasks/P7T1.md,tasks/P8T1.md
,담당AI,,code-reviewer,code-reviewer,code-reviewer,fullstack-developer,code-reviewer,code-reviewer,devops-troubleshooter
,진도,,0%,0%,0%,0%,0%,0%,0%
,상태,,대기,대기,대기,대기,대기,대기,대기
,테스트/검토,,테스트,테스트,테스트,테스트,테스트,테스트,테스트
,자동화방식,,API자동,API자동,API자동,수동,API자동,API자동,API자동
,의존작업,,P1B5,P3B1,P3T1,P5V1,P6B4,P7B1,P8B1
,블로커,,없음,없음,없음,없음,없음,없음,없음
,작업ID,,P2T2,P3T2,P4T2,P5T2,P6T2,P7T2,P8T2
,업무,,평가 시스템 E2E 테스트,북마크 API 테스트,E2E 테스트 시나리오,최종 사용자 시나리오 테스트,종합 점수 계산 테스트,문의 시스템 테스트,AI 응답 품질 테스트
,작업지시서,,tasks/P2T2.md,tasks/P3T2.md,tasks/P4T2.md,tasks/P5T2.md,tasks/P6T2.md,tasks/P7T2.md,tasks/P8T2.md
,담당AI,,code-reviewer,code-reviewer,code-reviewer,code-reviewer,code-reviewer,code-reviewer,code-reviewer
,진도,,0%,0%,0%,0%,0%,0%,0%
,상태,,대기,대기,대기,대기,대기,대기,대기
,테스트/검토,,테스트,테스트,테스트,테스트,테스트,테스트,테스트
,자동화방식,,API자동,API자동,API자동,수동,API자동,API자동,수동
,의존작업,,P2B2,P3B6,P4T1,P5V1,P6B5,P7B3,P8B2
,블로커,,없음,없음,없음,없음,없음,없음,없음
,작업ID,,,P3T3,P4T3,,P6T3,P7T3,P8T3
,업무,,,댓글 시스템 통합 테스트,보안 테스트,,캐싱 성능 테스트,수수료 정산 계산 테스트,음성 변환 테스트 (STT/TTS)
,작업지시서,,,tasks/P3T3.md,tasks/P4T3.md,,tasks/P6T3.md,tasks/P7T3.md,tasks/P8T3.md
,담당AI,,,code-reviewer,security-auditor,,code-reviewer,code-reviewer,code-reviewer
,진도,,,0%,0%,,0%,0%,0%
,상태,,,대기,대기,,대기,대기,대기
,테스트/검토,,,테스트,테스트,,테스트,테스트,테스트
,자동화방식,,,API자동,API자동,,API자동,API자동,수동
,의존작업,,,P3B2,P4B9,,P6B7,P7B8,P8B8
,블로커,,,없음,없음,,없음,없음,없음
,작업ID,,,P3T4,P4T4,,,,P8T4
,업무,,,알림 트리거 테스트,성능 테스트 (부하),,,,채팅 검색 성능 테스트
,작업지시서,,,tasks/P3T4.md,tasks/P4T4.md,,,,tasks/P8T4.md
,담당AI,,,code-reviewer,devops-troubleshooter,,,,code-reviewer
,진도,,,0%,0%,,,,0%
,상태,,,대기,대기,,,,대기
,테스트/검토,,,테스트,테스트,,,,테스트
,자동화방식,,,API자동,API자동,,,,API자동
,의존작업,,,P3B7,P4B1,,,,P8B9
,블로커,,,없음,없음,,,,없음
,작업ID,,,P3T5,P4T5,,,,
,업무,,,관리자 권한 테스트,pytest 환경 설정,,,,
,작업지시서,,,tasks/P3T5.md,tasks/P4T5.md,,,,
,담당AI,,,security-auditor,code-reviewer,,,,
,진도,,,0%,0%,,,,
,상태,,,대기,대기,,,,
,테스트/검토,,,테스트,테스트,,,,
,자동화방식,,,API자동,수동,,,,
,의존작업,,,P3B10,없음,,,,
,블로커,,,없음,없음,,,,
,작업ID,,,,P4T6,,,,
,업무,,,,테스트 DB 설정,,,,
,작업지시서,,,,tasks/P4T6.md,,,,
,담당AI,,,,code-reviewer,,,,
,진도,,,,0%,,,,
,상태,,,,대기,,,,
,테스트/검토,,,,테스트,,,,
,자동화방식,,,,수동,,,,
,의존작업,,,,P4T5,,,,
,블로커,,,,없음,,,,
,작업ID,,,,P4T7,,,,
,업무,,,,필터링/정렬 테스트,,,,
,작업지시서,,,,tasks/P4T7.md,,,,
,담당AI,,,,code-reviewer,,,,
,진도,,,,0%,,,,
,상태,,,,대기,,,,
,테스트/검토,,,,테스트,,,,
,자동화방식,,,,API자동,,,,
,의존작업,,,,P2B4,,,,
,블로커,,,,없음,,,,
,작업ID,,,,P4T8,,,,
,업무,,,,알림 실시간 전송 테스트,,,,
,작업지시서,,,,tasks/P4T8.md,,,,
,담당AI,,,,code-reviewer,,,,
,진도,,,,0%,,,,
,상태,,,,대기,,,,
,테스트/검토,,,,테스트,,,,
,자동화방식,,,,API자동,,,,
,의존작업,,,,P3B7,,,,
,블로커,,,,없음,,,,
,작업ID,,,,P4T9,,,,
,업무,,,,캐시 무효화 테스트,,,,
,작업지시서,,,,tasks/P4T9.md,,,,
,담당AI,,,,code-reviewer,,,,
,진도,,,,0%,,,,
,상태,,,,대기,,,,
,테스트/검토,,,,테스트,,,,
,자동화방식,,,,API자동,,,,
,의존작업,,,,P4B3,,,,
,블로커,,,,없음,,,,
,작업ID,,,,P4T10,,,,
,업무,,,,동시 접속 테스트,,,,
,작업지시서,,,,tasks/P4T10.md,,,,
,담당AI,,,,devops-troubleshooter,,,,
,진도,,,,0%,,,,
,상태,,,,대기,,,,
,테스트/검토,,,,테스트,,,,
,자동화방식,,,,API자동,,,,
,의존작업,,,,P4T4,,,,
,블로커,,,,없음,,,,
,작업ID,,,,P4T11,,,,
,업무,,,,모바일 반응형 테스트,,,,
,작업지시서,,,,tasks/P4T11.md,,,,
,담당AI,,,,code-reviewer,,,,
,진도,,,,0%,,,,
,상태,,,,대기,,,,
,테스트/검토,,,,테스트,,,,
,자동화방식,,,,수동,,,,
,의존작업,,,,P4F1,,,,
,블로커,,,,없음,,,,
,작업ID,,,,P4T12,,,,
,업무,,,,테스트 커버리지 검증,,,,
,작업지시서,,,,tasks/P4T12.md,,,,
,담당AI,,,,code-reviewer,,,,
,진도,,,,0%,,,,
,상태,,,,대기,,,,
,테스트/검토,,,,테스트,,,,
,자동화방식,,,,API자동,,,,
,의존작업,,,,P4T1,,,,
,블로커,,,,없음,,,,
DevOps,,,,,,,,,
,작업ID,P1V1,,,P4V1,P5V1,,,P7V1,P8V1
,업무,Supabase DB 프로비저닝,,,모니터링 시스템 구축,프로덕션 배포 (Frontend),,,이메일 발송 시스템,WebSocket 서버 배포
,작업지시서,tasks/P1V1.md,,,tasks/P4V1.md,tasks/P5V1.md,,,tasks/P7V1.md,tasks/P8V1.md
,담당AI,devops-troubleshooter,,,devops-troubleshooter,devops-troubleshooter,,,devops-troubleshooter,devops-troubleshooter
,진도,0%,,,0%,0%,,,0%,0%
,상태,대기,,,대기,대기,,,대기,대기
,테스트/검토,검토,,,검토,검토,,,검토,검토
,자동화방식,수동,,,수동,수동,,,수동,수동
,의존작업,없음,,,P4T4,P4T12,,,없음,P8B1
,블로커,없음,,,없음,없음,,,없음,없음
,작업ID,P1V2,,,P4V2,P5V2,,,P7V2,P8V2
,업무,Vercel 프로젝트 생성,,,로드 밸런싱 설정,프로덕션 배포 (Backend),,,정산 자동화 스크립트,Vector DB 구축 (Pinecone)
,작업지시서,tasks/P1V2.md,,,tasks/P4V2.md,tasks/P5V2.md,,,tasks/P7V2.md,tasks/P8V2.md
,담당AI,devops-troubleshooter,,,devops-troubleshooter,devops-troubleshooter,,,devops-troubleshooter,devops-troubleshooter
,진도,0%,,,0%,0%,,,0%,0%
,상태,대기,,,대기,대기,,,대기,대기
,테스트/검토,검토,,,검토,검토,,,검토,검토
,자동화방식,수동,,,수동,수동,,,API자동,수동
,의존작업,없음,,,P4V1,P5V1,,,P7B8,P8B4
,블로커,없음,,,없음,없음,,,없음,없음
,작업ID,P1V3,,,P4V3,P5V3,,,,P8V3
,업무,Railway 백엔드 배포 설정,,,프로덕션 환경 최종 점검,SSL 인증서 설정,,,,채팅 로그 백업 (S3)
,작업지시서,tasks/P1V3.md,,,tasks/P4V3.md,tasks/P5V3.md,,,,tasks/P8V3.md
,담당AI,devops-troubleshooter,,,devops-troubleshooter,security-auditor,,,,devops-troubleshooter
,진도,0%,,,0%,0%,,,,0%
,상태,대기,,,대기,대기,,,,대기
,테스트/검토,검토,,,검토,검토,,,,검토
,자동화방식,수동,,,수동,수동,,,,수동
,의존작업,없음,,,P4V2,P5V1,,,,P8D2
,블로커,없음,,,없음,없음,,,,없음
,작업ID,P1V4,,,,P5V4,,,,
,업무,환경 변수 설정 (각 플랫폼),,,,도메인 연결 및 DNS,,,,
,작업지시서,tasks/P1V4.md,,,,tasks/P5V4.md,,,,
,담당AI,devops-troubleshooter,,,,devops-troubleshooter,,,,
,진도,0%,,,,0%,,,,
,상태,대기,,,,대기,,,,
,테스트/검토,검토,,,,검토,,,,
,자동화방식,수동,,,,수동,,,,
,의존작업,P1V3,,,,P5V3,,,,
,블로커,없음,,,,없음,,,,
,작업ID,,,,,P5V5,,,,
,업무,,,,,백업 자동화 스크립트,,,,
,작업지시서,,,,,tasks/P5V5.md,,,,
,담당AI,,,,,devops-troubleshooter,,,,
,진도,,,,,0%,,,,
,상태,,,,,대기,,,,
,테스트/검토,,,,,검토,,,,
,자동화방식,,,,,수동,,,,
,의존작업,,,,,P5D1,,,,
,블로커,,,,,없음,,,,
,작업ID,,,,,P5V6,,,,
,업무,,,,,모니터링 대시보드 (Grafana),,,,
,작업지시서,,,,,tasks/P5V6.md,,,,
,담당AI,,,,,devops-troubleshooter,,,,
,진도,,,,,0%,,,,
,상태,,,,,대기,,,,
,테스트/검토,,,,,검토,,,,
,자동화방식,,,,,수동,,,,
,의존작업,,,,,P5V1,,,,
,블로커,,,,,없음,,,,
,작업ID,,,,,P5V7,,,,
,업무,,,,,Sentry 에러 트래킹,,,,
,작업지시서,,,,,tasks/P5V7.md,,,,
,담당AI,,,,,devops-troubleshooter,,,,
,진도,,,,,0%,,,,
,상태,,,,,대기,,,,
,테스트/검토,,,,,검토,,,,
,자동화방식,,,,,수동,,,,
,의존작업,,,,,P5V1,,,,
,블로커,,,,,없음,,,,
,작업ID,,,,,P5V8,,,,
,업무,,,,,Uptime 모니터링,,,,
,작업지시서,,,,,tasks/P5V8.md,,,,
,담당AI,,,,,devops-troubleshooter,,,,
,진도,,,,,0%,,,,
,상태,,,,,대기,,,,
,테스트/검토,,,,,검토,,,,
,자동화방식,,,,,수동,,,,
,의존작업,,,,,P5V1,,,,
,블로커,,,,,없음,,,,
,작업ID,,,,,P5V9,,,,
,업무,,,,,CI/CD 파이프라인,,,,
,작업지시서,,,,,tasks/P5V9.md,,,,
,담당AI,,,,,devops-troubleshooter,,,,
,진도,,,,,0%,,,,
,상태,,,,,대기,,,,
,테스트/검토,,,,,검토,,,,
,자동화방식,,,,,수동,,,,
,의존작업,,,,,P5V1,,,,
,블로커,,,,,없음,,,,
,작업ID,,,,,P5V10,,,,
,업무,,,,,롤백 계획 수립,,,,
,작업지시서,,,,,tasks/P5V10.md,,,,
,담당AI,,,,,devops-troubleshooter,,,,
,진도,,,,,0%,,,,
,상태,,,,,대기,,,,
,테스트/검토,,,,,검토,,,,
,자동화방식,,,,,수동,,,,
,의존작업,,,,,P5V1,,,,
,블로커,,,,,없음,,,,
AI/ML,,,,,,,,,
,작업ID,P1A1,P2A1,P3A1,P4A1,P5A1,P6A1,,P8A1
,업무,Claude API 연동 준비,AI 평가 점수 계산 로직,댓글 감정 분석,LLM 응답 캐싱 최적화,사용자 행동 분석,GPT 프롬프트 최적화,,정치인 페르소나 설계
,작업지시서,tasks/P1A1.md,tasks/P2A1.md,tasks/P3A1.md,tasks/P4A1.md,tasks/P5A1.md,tasks/P6A1.md,,tasks/P8A1.md
,담당AI,ai-ml-engineer,ai-ml-engineer,ai-ml-engineer,ai-ml-engineer,ai-ml-engineer,fullstack-developer,,fullstack-developer
,진도,100%,0%,0%,0%,0%,0%,,0%
,상태,완료,대기,대기,대기,대기,대기,,대기
,테스트/검토,통과,테스트,테스트,테스트,테스트,테스트,,테스트
,자동화방식,수동,수동,API자동,API자동,API자동,수동,,수동
,의존작업,없음,P1A1,P3B2,P4B3,P5V1,P6B1,,P8B4
,블로커,없음,없음,없음,없음,없음,없음,,없음
,작업ID,,P2A2,,,P5A2,P6A2,,P8A2
,업무,,정치인 랭킹 알고리즘,,,정치인 유사도 추천,Gemini 프롬프트 최적화,,RAG 시스템 구축
,작업지시서,,tasks/P2A2.md,,,tasks/P5A2.md,tasks/P6A2.md,,tasks/P8A2.md
,담당AI,,ai-ml-engineer,,,ai-ml-engineer,fullstack-developer,,fullstack-developer
,진도,,0%,,,0%,0%,,0%
,상태,,대기,,,대기,대기,,대기
,테스트/검토,,테스트,,,테스트,테스트,,테스트
,자동화방식,,수동,,,API자동,수동,,수동
,의존작업,,P2A1,,,P5A1,P6B2,,P8V2
,블로커,,없음,,,없음,없음,,없음
,작업ID,,,,,,,P6A3,P8A3
,업무,,,,,,,종합 점수 알고리즘 연구,프롬프트 엔지니어링
,작업지시서,,,,,,,tasks/P6A3.md,tasks/P8A3.md
,담당AI,,,,,,,fullstack-developer,fullstack-developer
,진도,,,,,,,0%,0%
,상태,,,,,,,대기,대기
,테스트/검토,,,,,,,테스트,테스트
,자동화방식,,,,,,,수동,수동
,의존작업,,,,,,,P6B5,P8A1
,블로커,,,,,,,없음,없음
,작업ID,,,,,,,P6A4,P8A4
,업무,,,,,,,AI 평가 품질 모니터링,대화 품질 평가 시스템
,작업지시서,,,,,,,tasks/P6A4.md,tasks/P8A4.md
,담당AI,,,,,,,fullstack-developer,fullstack-developer
,진도,,,,,,,0%,0%
,상태,,,,,,,대기,대기
,테스트/검토,,,,,,,테스트,테스트
,자동화방식,,,,,,,API자동,API자동
,의존작업,,,,,,,P6B6,P8B2
,블로커,,,,,,,없음,없음
,작업ID,,,,,,,,P8A5
,업무,,,,,,,,학습 데이터 자동 수집
,작업지시서,,,,,,,,tasks/P8A5.md
,담당AI,,,,,,,,fullstack-developer
,진도,,,,,,,,0%
,상태,,,,,,,,대기
,테스트/검토,,,,,,,,테스트
,자동화방식,,,,,,,,API자동
,의존작업,,,,,,,,P8D3
,블로커,,,,,,,,없음
,작업ID,,,,,,,,P8A6
,업무,,,,,,,,AI 답변 필터링 (중립성)
,작업지시서,,,,,,,,tasks/P8A6.md
,담당AI,,,,,,,,fullstack-developer
,진도,,,,,,,,0%
,상태,,,,,,,,대기
,테스트/검토,,,,,,,,테스트
,자동화방식,,,,,,,,수동
,의존작업,,,,,,,,P8B2
,블로커,,,,,,,,없음
